time,phase_unwrapped
3.849999913945794106e-01,3.278718969125966165e+00
3.899999912828207016e-01,3.284171288301625857e+00
3.949999911710619926e-01,3.284039943750409307e+00
3.999999910593032837e-01,3.282792320048457668e+00
4.049999909475445747e-01,3.285521790447381907e+00
4.099999908357858658e-01,3.291851723095567284e+00
4.149999907240271568e-01,3.299756723612023990e+00
4.199999906122684479e-01,3.311291888376846071e+00
4.249999905005097389e-01,3.310939804940697062e+00
4.299999903887510300e-01,3.309396693359823338e+00
4.349999902769923210e-01,3.302022351294957581e+00
4.399999901652336121e-01,3.293833217236938449e+00
4.449999900534749031e-01,3.282062251996049618e+00
4.499999899417161942e-01,3.273248848687046131e+00
4.549999898299574852e-01,3.260821742342926655e+00
4.599999897181987762e-01,3.245704506051594329e+00
4.649999896064400673e-01,3.226250544122573061e+00
4.699999894946813583e-01,3.206134439710500494e+00
4.749999893829226494e-01,3.188656886849463135e+00
4.799999892711639404e-01,3.152236860431655074e+00
4.849999891594052315e-01,3.128384799193090871e+00
4.899999890476465225e-01,3.097496377999692907e+00
4.949999889358878136e-01,3.069754694576338316e+00
4.999999888241291046e-01,3.043988853564985941e+00
5.049999887123703957e-01,3.021534964142222002e+00
5.099999886006116867e-01,3.007307619265397136e+00
5.149999884888529778e-01,2.992849109721500422e+00
5.199999883770942688e-01,2.986126578227273676e+00
5.249999882653355598e-01,2.978810169602747582e+00
5.299999881535768509e-01,2.976602690930312267e+00
5.349999880418181419e-01,2.980355444296499456e+00
5.399999879300594330e-01,2.980783092383248345e+00
5.449999878183007240e-01,2.984138510948689316e+00
5.499999877065420151e-01,2.987945345020467158e+00
5.549999875947833061e-01,2.988698059201743362e+00
5.599999874830245972e-01,2.993972502339410813e+00
5.649999873712658882e-01,2.992633429345274099e+00
5.699999872595071793e-01,2.997808225136245230e+00
5.749999871477484703e-01,3.005176255213316328e+00
5.799999870359897614e-01,3.001013421132745940e+00
5.849999869242310524e-01,2.999148995100660020e+00
5.899999868124723434e-01,2.998257187576772065e+00
5.949999867007136345e-01,2.992851976103033440e+00
5.999999865889549255e-01,2.984767780373946078e+00
6.049999864771962166e-01,2.972190110246396788e+00
6.099999863654375076e-01,2.962641563870390016e+00
6.149999862536787987e-01,2.949749072796630234e+00
6.199999861419200897e-01,2.945765012690904516e+00
6.249999860301613808e-01,2.930826909536834446e+00
6.299999859184026718e-01,2.926028221585435851e+00
6.349999858066439629e-01,2.919034383217065542e+00
6.399999856948852539e-01,2.913667052062558938e+00
6.449999855831265450e-01,2.910827754658622091e+00
6.499999854713678360e-01,2.910035792700515156e+00
6.549999853596091270e-01,2.906429074055231432e+00
6.599999852478504181e-01,2.909610961987084909e+00
6.649999851360917091e-01,2.910535141199112275e+00
6.699999850243330002e-01,2.914762102961074852e+00
6.749999849125742912e-01,2.921728003082173064e+00
6.799999848008155823e-01,2.926196424937181018e+00
6.849999846890568733e-01,2.939491043144889293e+00
6.899999845772981644e-01,2.944802235526429612e+00
6.949999844655394554e-01,2.958670119808313625e+00
6.999999843537807465e-01,2.964214475743622401e+00
7.049999842420220375e-01,2.977620675131355643e+00
7.099999841302633286e-01,2.991949964601503087e+00
7.149999840185046196e-01,3.002049304765439963e+00
7.199999839067459106e-01,3.014591395252481210e+00
7.249999837949872017e-01,3.030997193110062771e+00
7.299999836832284927e-01,3.040163920255317898e+00
7.349999835714697838e-01,3.047909348819687558e+00
7.399999834597110748e-01,3.039386060673578527e+00
7.449999833479523659e-01,3.024316469960519616e+00
7.499999832361936569e-01,3.006379876783373373e+00
7.549999831244349480e-01,3.010818688169481838e+00
7.599999830126762390e-01,3.039413821638402791e+00
7.649999829009175301e-01,3.073448195436303099e+00
7.699999827891588211e-01,3.119406948643753896e+00
7.749999826774001122e-01,3.182696618596419391e+00
7.799999825656414032e-01,3.261019574592482595e+00
7.849999824538826942e-01,3.325324976514170139e+00
7.899999823421239853e-01,3.345887672980740302e+00
7.949999822303652763e-01,3.336486575260639853e+00
7.999999821186065674e-01,3.288308698719029532e+00
8.049999820068478584e-01,3.233199256207030192e+00
8.099999818950891495e-01,3.209081693236699007e+00
8.149999817833304405e-01,3.194671080748514580e+00
8.199999816715717316e-01,3.172399709968999559e+00
8.249999815598130226e-01,3.128607640868613426e+00
8.299999814480543137e-01,3.105895466200261801e+00
8.349999813362956047e-01,3.102035401266532322e+00
8.399999812245368958e-01,3.105984016006476889e+00
8.449999811127781868e-01,3.107633013819578682e+00
8.499999810010194778e-01,3.113214383608572167e+00
8.549999808892607689e-01,3.126483425915805636e+00
8.599999807775020599e-01,3.147237661988093294e+00
8.649999806657433510e-01,3.170067491840440344e+00
8.699999805539846420e-01,3.191853117202391399e+00
8.749999804422259331e-01,3.226677626453966496e+00
8.799999803304672241e-01,3.270496759559944788e+00
8.849999802187085152e-01,3.326079044228962722e+00
8.899999801069498062e-01,3.388852977257510890e+00
8.949999799951910973e-01,3.449419087337915357e+00
8.999999798834323883e-01,3.502715495068756901e+00
9.049999797716736794e-01,3.558230663731133614e+00
9.099999796599149704e-01,3.599150644695537249e+00
9.149999795481562614e-01,3.634681898941557243e+00
9.199999794363975525e-01,3.663959301877192765e+00
9.249999793246388435e-01,3.686537550538714125e+00
9.299999792128801346e-01,3.701567685452788581e+00
9.349999791011214256e-01,3.723322378170784930e+00
9.399999789893627167e-01,3.736006101190898487e+00
9.449999788776040077e-01,3.755224768628095511e+00
9.499999787658452988e-01,3.771742934329599173e+00
9.549999786540865898e-01,3.795358383676584513e+00
9.599999785423278809e-01,3.824071541583218714e+00
9.649999784305691719e-01,3.850464625375470629e+00
9.699999783188104630e-01,3.879957080271606351e+00
9.749999782070517540e-01,3.908491029279910656e+00
9.799999780952930450e-01,3.940190191501056205e+00
9.849999779835343361e-01,3.963249944211530540e+00
9.899999778717756271e-01,3.984860889046466514e+00
9.949999777600169182e-01,3.994844182493391571e+00
9.999999776482582092e-01,4.007969881497814413e+00
1.004999977536499500e+00,4.009844753265166872e+00
1.009999977424740791e+00,4.006238999519997179e+00
1.014999977312982082e+00,4.003283063268127329e+00
1.019999977201223373e+00,3.997695418905522491e+00
1.024999977089464664e+00,3.995954533149939536e+00
1.029999976977705956e+00,3.996567062976948304e+00
1.034999976865947247e+00,3.992136751433254194e+00
1.039999976754188538e+00,3.984864322010049253e+00
1.044999976642429829e+00,3.958123804573808080e+00
1.049999976530671120e+00,3.932481496593998926e+00
1.054999976418912411e+00,3.927006925480802213e+00
1.059999976307153702e+00,3.933089352389472104e+00
1.064999976195394993e+00,3.930870927111909996e+00
1.069999976083636284e+00,3.925382809523354943e+00
1.074999975971877575e+00,3.918354486615861276e+00
1.079999975860118866e+00,3.921783884910127416e+00
1.084999975748360157e+00,3.923782378607744814e+00
1.089999975636601448e+00,3.921633598464445924e+00
1.094999975524842739e+00,3.908873191934608027e+00
1.099999975413084030e+00,3.894086161728043560e+00
1.104999975301325321e+00,3.876920515811713930e+00
1.109999975189566612e+00,3.858991916504163289e+00
1.114999975077807903e+00,3.845278180297255766e+00
1.119999974966049194e+00,3.838236426444125104e+00
1.124999974854290485e+00,3.832478042023400366e+00
1.129999974742531776e+00,3.828936456489661744e+00
1.134999974630773067e+00,3.820548870293295263e+00
1.139999974519014359e+00,3.801872212711722820e+00
1.144999974407255650e+00,3.781914255139261716e+00
1.149999974295496941e+00,3.768625844577917050e+00
1.154999974183738232e+00,3.748609571051503053e+00
1.159999974071979523e+00,3.727102896272186161e+00
1.164999973960220814e+00,3.700877018643916383e+00
1.169999973848462105e+00,3.676175046008364866e+00
1.174999973736703396e+00,3.652369636158951494e+00
1.179999973624944687e+00,3.625886019640128133e+00
1.184999973513185978e+00,3.594421108242436436e+00
1.189999973401427269e+00,3.565583935136697136e+00
1.194999973289668560e+00,3.537186764121696747e+00
1.199999973177909851e+00,3.507833578651510908e+00
1.204999973066151142e+00,3.484003470364691601e+00
1.209999972954392433e+00,3.458900795638259140e+00
1.214999972842633724e+00,3.436712368162063047e+00
1.219999972730875015e+00,3.420083334266706743e+00
1.224999972619116306e+00,3.408799766913327645e+00
1.229999972507357597e+00,3.396458048377316796e+00
1.234999972395598888e+00,3.391792940857540462e+00
1.239999972283840179e+00,3.392079085402500027e+00
1.244999972172081470e+00,3.390115559238151999e+00
1.249999972060322762e+00,3.387845599394712970e+00
1.254999971948564053e+00,3.388251748699353083e+00
1.259999971836805344e+00,3.390106903693333784e+00
1.264999971725046635e+00,3.391508566971584315e+00
1.269999971613287926e+00,3.391337309173301229e+00
1.274999971501529217e+00,3.384956391130429676e+00
1.279999971389770508e+00,3.386070714381582025e+00
1.284999971278011799e+00,3.380511569361895674e+00
1.289999971166253090e+00,3.382282503463201362e+00
1.294999971054494381e+00,3.376329836004678508e+00
1.299999970942735672e+00,3.371162910318117323e+00
1.304999970830976963e+00,3.366373558396041243e+00
1.309999970719218254e+00,3.363441416720921229e+00
1.314999970607459545e+00,3.354759449712658270e+00
1.319999970495700836e+00,3.352820583579330105e+00
1.324999970383942127e+00,3.346865865650936023e+00
1.329999970272183418e+00,3.342620600914151918e+00
1.334999970160424709e+00,3.336851427344311283e+00
1.339999970048666000e+00,3.331377702856118006e+00
1.344999969936907291e+00,3.327327007635427325e+00
1.349999969825148582e+00,3.318262740620091300e+00
1.354999969713389874e+00,3.314411302101543999e+00
1.359999969601631165e+00,3.302112843389759966e+00
1.364999969489872456e+00,3.291210207118910436e+00
1.369999969378113747e+00,3.287807073348098186e+00
1.374999969266355038e+00,3.280576314960452322e+00
1.379999969154596329e+00,3.272887551192879219e+00
1.384999969042837620e+00,3.271898475753626911e+00
1.389999968931078911e+00,3.272458751245738817e+00
1.394999968819320202e+00,3.269529402651397465e+00
1.399999968707561493e+00,3.271434205707242526e+00
1.404999968595802784e+00,3.268782179542447874e+00
1.409999968484044075e+00,3.273484344408868818e+00
1.414999968372285366e+00,3.278679609542749951e+00
1.419999968260526657e+00,3.281613302093891793e+00
1.424999968148767948e+00,3.287665217185078870e+00
1.429999968037009239e+00,3.295588641155163590e+00
1.434999967925250530e+00,3.303845281304341963e+00
1.439999967813491821e+00,3.319484540732308364e+00
1.444999967701733112e+00,3.332208890465222950e+00
1.449999967589974403e+00,3.337689420661709594e+00
1.454999967478215694e+00,3.343816792567166907e+00
1.459999967366456985e+00,3.336114555316879393e+00
1.464999967254698277e+00,3.319616627997488578e+00
1.469999967142939568e+00,3.303486951376778169e+00
1.474999967031180859e+00,3.311589049635682347e+00
1.479999966919422150e+00,3.333942073741734013e+00
1.484999966807663441e+00,3.363056217297568207e+00
1.489999966695904732e+00,3.403550873619476835e+00
1.494999966584146023e+00,3.469142492146253254e+00
1.499999966472387314e+00,3.538886859757238046e+00
1.504999966360628605e+00,3.587705823086325019e+00
1.509999966248869896e+00,3.593853883287198236e+00
1.514999966137111187e+00,3.579240102772927035e+00
1.519999966025352478e+00,3.535935793989225306e+00
1.524999965913593769e+00,3.465565162699807189e+00
1.529999965801835060e+00,3.417476034607426438e+00
1.534999965690076351e+00,3.403183554892037499e+00
1.539999965578317642e+00,3.377223867938771829e+00
1.544999965466558933e+00,3.333778217568375446e+00
1.549999965354800224e+00,3.307585258463415112e+00
1.554999965243041515e+00,3.304150658836539023e+00
1.559999965131282806e+00,3.308884093673111870e+00
1.564999965019524097e+00,3.310435031233118774e+00
1.569999964907765388e+00,3.313519396790008287e+00
1.574999964796006680e+00,3.324320635144244473e+00
1.579999964684247971e+00,3.336605550761375216e+00
1.584999964572489262e+00,3.354012351958354010e+00
1.589999964460730553e+00,3.380050138895208001e+00
1.594999964348971844e+00,3.407560283564891268e+00
1.599999964237213135e+00,3.460114914483378712e+00
1.604999964125454426e+00,3.512210250023167557e+00
1.609999964013695717e+00,3.571100141051749333e+00
1.614999963901937008e+00,3.622917204271476788e+00
1.619999963790178299e+00,3.672032174411457461e+00
1.624999963678419590e+00,3.713238725714276267e+00
1.629999963566660881e+00,3.744976406565487803e+00
1.634999963454902172e+00,3.766450253145024796e+00
1.639999963343143463e+00,3.783367341691256325e+00
1.644999963231384754e+00,3.801098672762206032e+00
1.649999963119626045e+00,3.806347576164932800e+00
1.654999963007867336e+00,3.818843515372048358e+00
1.659999962896108627e+00,3.828852279939527037e+00
1.664999962784349918e+00,3.845732509226825524e+00
1.669999962672591209e+00,3.858112097758452652e+00
1.674999962560832500e+00,3.878171631710485290e+00
1.679999962449073792e+00,3.897043014624706814e+00
1.684999962337315083e+00,3.922553927468873436e+00
1.689999962225556374e+00,3.942870508477993141e+00
1.694999962113797665e+00,3.957177994041819247e+00
1.699999962002038956e+00,3.968844622713354919e+00
1.704999961890280247e+00,3.981695905286544601e+00
1.709999961778521538e+00,3.986959753365330261e+00
1.714999961666762829e+00,3.989377947442841243e+00
1.719999961555004120e+00,3.989855702609958588e+00
1.724999961443245411e+00,3.990755430954354921e+00
1.729999961331486702e+00,3.986629268408540039e+00
1.734999961219727993e+00,3.981359014005465546e+00
1.739999961107969284e+00,3.979399064093808391e+00
1.744999960996210575e+00,3.986245107017579059e+00
1.749999960884451866e+00,3.991301127898593037e+00
1.754999960772693157e+00,3.992927400922717585e+00
1.759999960660934448e+00,3.971147393169939921e+00
1.764999960549175739e+00,3.942643748338259702e+00
1.769999960437417030e+00,3.924886779593670827e+00
1.774999960325658321e+00,3.934452101377114985e+00
1.779999960213899612e+00,3.940280669310189054e+00
1.784999960102140903e+00,3.936979075822783170e+00
1.789999959990382195e+00,3.931615855290643058e+00
1.794999959878623486e+00,3.935844195435423742e+00
1.799999959766864777e+00,3.944537617402599228e+00
1.804999959655106068e+00,3.948575820656417878e+00
1.809999959543347359e+00,3.947071204120465193e+00
1.814999959431588650e+00,3.944740126200420249e+00
1.819999959319829941e+00,3.935958839593598935e+00
1.824999959208071232e+00,3.930083487306562873e+00
1.829999959096312523e+00,3.922898129109320120e+00
1.834999958984553814e+00,3.925072781394938204e+00
1.839999958872795105e+00,3.929361734151828323e+00
1.844999958761036396e+00,3.927208340446452173e+00
1.849999958649277687e+00,3.926521173267252696e+00
1.854999958537518978e+00,3.915776502540668780e+00
1.859999958425760269e+00,3.900735896853007922e+00
1.864999958314001560e+00,3.888668275126704543e+00
1.869999958202242851e+00,3.872542915305583477e+00
1.874999958090484142e+00,3.856674690158022223e+00
1.879999957978725433e+00,3.841819080034107881e+00
1.884999957866966724e+00,3.820447681445996668e+00
1.889999957755208015e+00,3.800462442827849507e+00
1.894999957643449306e+00,3.784626292188662422e+00
1.899999957531690598e+00,3.762872370456169069e+00
1.904999957419931889e+00,3.745482634588960469e+00
1.909999957308173180e+00,3.718674775223982376e+00
1.914999957196414471e+00,3.704667705674899114e+00
1.919999957084655762e+00,3.680697540378273125e+00
1.924999956972897053e+00,3.662732099496333937e+00
1.929999956861138344e+00,3.646962585214141850e+00
1.934999956749379635e+00,3.635634299004558923e+00
1.939999956637620926e+00,3.621588987649408509e+00
1.944999956525862217e+00,3.613676533968020355e+00
1.949999956414103508e+00,3.602897628454505341e+00
1.954999956302344799e+00,3.595533762137370637e+00
1.959999956190586090e+00,3.590764058683590054e+00
1.964999956078827381e+00,3.587136590566985195e+00
1.969999955967068672e+00,3.586088802330599457e+00
1.974999955855309963e+00,3.584977066243046906e+00
1.979999955743551254e+00,3.582497745474637174e+00
1.984999955631792545e+00,3.584188337878084774e+00
1.989999955520033836e+00,3.579003932637073060e+00
1.994999955408275127e+00,3.576298499815666609e+00
1.999999955296516418e+00,3.575957655003930036e+00
2.004999955184757710e+00,3.572291809875650426e+00
2.009999955072999001e+00,3.567739308274038290e+00
2.014999954961240292e+00,3.565251550421206783e+00
2.019999954849481583e+00,3.559206948304676210e+00
2.024999954737722874e+00,3.550603954452049571e+00
2.029999954625964165e+00,3.542073479636596911e+00
2.034999954514205456e+00,3.531749539842644836e+00
2.039999954402446747e+00,3.524225095778227068e+00
2.044999954290688038e+00,3.520903030751532548e+00
2.049999954178929329e+00,3.507610516701395564e+00
2.054999954067170620e+00,3.496534482133867971e+00
2.059999953955411911e+00,3.490828182734849960e+00
2.064999953843653202e+00,3.484357601248266878e+00
2.069999953731894493e+00,3.472594109909497462e+00
2.074999953620135784e+00,3.467240031371040754e+00
2.079999953508377075e+00,3.460521408967839108e+00
2.084999953396618366e+00,3.452609506488511393e+00
2.089999953284859657e+00,3.442760431379519925e+00
2.094999953173100948e+00,3.432551623329301638e+00
2.099999953061342239e+00,3.428090430946797884e+00
2.104999952949583530e+00,3.425533526479107582e+00
2.109999952837824821e+00,3.424413778583821344e+00
2.114999952726066113e+00,3.428998072511309392e+00
2.119999952614307404e+00,3.433048968479974761e+00
2.124999952502548695e+00,3.439555668789510356e+00
2.129999952390789986e+00,3.449604827986004985e+00
2.134999952279031277e+00,3.463527521756696537e+00
2.139999952167272568e+00,3.472558072707558008e+00
2.144999952055513859e+00,3.488725942081753573e+00
2.149999951943755150e+00,3.503513735713048582e+00
2.154999951831996441e+00,3.518883887512132880e+00
2.159999951720237732e+00,3.537141092856758373e+00
2.164999951608479023e+00,3.558750466898187081e+00
2.169999951496720314e+00,3.574772521391761604e+00
2.174999951384961605e+00,3.589863615669393493e+00
2.179999951273202896e+00,3.599613452465965757e+00
2.184999951161444187e+00,3.602688826292272495e+00
2.189999951049685478e+00,3.584936414326414411e+00
2.194999950937926769e+00,3.572245273842456825e+00
2.199999950826168060e+00,3.566012870649312827e+00
2.204999950714409351e+00,3.575219740706378158e+00
2.209999950602650642e+00,3.599768988070528586e+00
2.214999950490891933e+00,3.629902298539851913e+00
2.219999950379133224e+00,3.674404511303740684e+00
2.224999950267374516e+00,3.745516514445200951e+00
2.229999950155615807e+00,3.808272651996558178e+00
2.234999950043857098e+00,3.831219120324989458e+00
2.239999949932098389e+00,3.821735683567666353e+00
2.244999949820339680e+00,3.791054294607491659e+00
2.249999949708580971e+00,3.722916183204647567e+00
2.254999949596822262e+00,3.655774840915691382e+00
2.259999949485063553e+00,3.620048324284867114e+00
2.264999949373304844e+00,3.594501622943229169e+00
2.269999949261546135e+00,3.555531158216757692e+00
2.274999949149787426e+00,3.515895569703956003e+00
2.279999949038028717e+00,3.494577694114031630e+00
2.284999948926270008e+00,3.505422512861719575e+00
2.289999948814511299e+00,3.518776080403724471e+00
2.294999948702752590e+00,3.519370729355349781e+00
2.299999948590993881e+00,3.523019198310752831e+00
2.304999948479235172e+00,3.532809818638814825e+00
2.309999948367476463e+00,3.555415196886611451e+00
2.314999948255717754e+00,3.581011256440258972e+00
2.319999948143959045e+00,3.613167610798404983e+00
2.324999948032200336e+00,3.644398380738340215e+00
2.329999947920441628e+00,3.684992586406940163e+00
2.334999947808682919e+00,3.732939684978827000e+00
2.339999947696924210e+00,3.785540346742731543e+00
2.344999947585165501e+00,3.824903974687652308e+00
2.349999947473406792e+00,3.867746875406868678e+00
2.354999947361648083e+00,3.901378557964646721e+00
2.359999947249889374e+00,3.926742315876423639e+00
2.364999947138130665e+00,3.944744774278890809e+00
2.369999947026371956e+00,3.954623716571762593e+00
2.374999946914613247e+00,3.965991752291028849e+00
2.379999946802854538e+00,3.974643020812775429e+00
2.384999946691095829e+00,3.983055054956494700e+00
2.389999946579337120e+00,3.990936241238125515e+00
2.394999946467578411e+00,4.003234240072357508e+00
2.399999946355819702e+00,4.024907837675893774e+00
2.404999946244060993e+00,4.043431522275399814e+00
2.409999946132302284e+00,4.063931660770979448e+00
2.414999946020543575e+00,4.082037926592470001e+00
2.419999945908784866e+00,4.098711394773506100e+00
2.424999945797026157e+00,4.112530475023269183e+00
2.429999945685267448e+00,4.125835961756463277e+00
2.434999945573508739e+00,4.130764826624936603e+00
2.439999945461750031e+00,4.136337082704099721e+00
2.444999945349991322e+00,4.138717861073485160e+00
2.449999945238232613e+00,4.136414021883966008e+00
2.454999945126473904e+00,4.133616099739983341e+00
2.459999945014715195e+00,4.129392440579627177e+00
2.464999944902956486e+00,4.130547538567226340e+00
2.469999944791197777e+00,4.137731508452787921e+00
2.474999944679439068e+00,4.146659488542008276e+00
2.479999944567680359e+00,4.149039224704910822e+00
2.484999944455921650e+00,4.141511928674102450e+00
2.489999944344162941e+00,4.111990899900502150e+00
2.494999944232404232e+00,4.097208645028475260e+00
2.499999944120645523e+00,4.114614530423866157e+00
2.504999944008886814e+00,4.125258199612023446e+00
2.509999943897128105e+00,4.130130947967599830e+00
2.514999943785369396e+00,4.138531944982183575e+00
2.519999943673610687e+00,4.142319836566013436e+00
2.524999943561851978e+00,4.153529622872977001e+00
2.529999943450093269e+00,4.156461246064517390e+00
2.534999943338334560e+00,4.164731046024170880e+00
2.539999943226575851e+00,4.164070885959400670e+00
2.544999943114817142e+00,4.157286115925250769e+00
2.549999943003058434e+00,4.146983490145734308e+00
2.554999942891299725e+00,4.142323313733594858e+00
2.559999942779541016e+00,4.140417609188797421e+00
2.564999942667782307e+00,4.137356520881521504e+00
2.569999942556023598e+00,4.138442319940191183e+00
2.574999942444264889e+00,4.126373389973574390e+00
2.579999942332506180e+00,4.109162202939490527e+00
2.584999942220747471e+00,4.091573038793175243e+00
2.589999942108988762e+00,4.070471168287721930e+00
2.594999941997230053e+00,4.043288474637133589e+00
2.599999941885471344e+00,4.023699566678042849e+00
2.604999941773712635e+00,3.994421494408831652e+00
2.609999941661953926e+00,3.972494684268530474e+00
2.614999941550195217e+00,3.950657313071840093e+00
2.619999941438436508e+00,3.924678642282581009e+00
2.624999941326677799e+00,3.895923731523230238e+00
2.629999941214919090e+00,3.869817271526697411e+00
2.634999941103160381e+00,3.839674997739264573e+00
2.639999940991401672e+00,3.812232003480892750e+00
2.644999940879642963e+00,3.788477984191485959e+00
2.649999940767884254e+00,3.759558749774241537e+00
2.654999940656125546e+00,3.737450490916271573e+00
2.659999940544366837e+00,3.707052314182392116e+00
2.664999940432608128e+00,3.679334059624490116e+00
2.669999940320849419e+00,3.661243737899979145e+00
2.674999940209090710e+00,3.635165891370591318e+00
2.679999940097332001e+00,3.611905721258080959e+00
2.684999939985573292e+00,3.597608468731232634e+00
2.689999939873814583e+00,3.579664172596213056e+00
2.694999939762055874e+00,3.561975110932432020e+00
2.699999939650297165e+00,3.550252492151089623e+00
2.704999939538538456e+00,3.534501672753544543e+00
2.709999939426779747e+00,3.522020218987879314e+00
2.714999939315021038e+00,3.505025132077828509e+00
2.719999939203262329e+00,3.486587922822950159e+00
2.724999939091503620e+00,3.463440389076088088e+00
2.729999938979744911e+00,3.447951132841216459e+00
2.734999938867986202e+00,3.423967067543491449e+00
2.739999938756227493e+00,3.404580071018908694e+00
2.744999938644468784e+00,3.388035649620276146e+00
2.749999938532710075e+00,3.363809268592380164e+00
2.754999938420951366e+00,3.343377895565130320e+00
2.759999938309192657e+00,3.318056510803041981e+00
2.764999938197433949e+00,3.299121450358792451e+00
2.769999938085675240e+00,3.279785358727659528e+00
2.774999937973916531e+00,3.257034019600988817e+00
2.779999937862157822e+00,3.234439983475069891e+00
2.784999937750399113e+00,3.215186769687258916e+00
2.789999937638640404e+00,3.185102547894341107e+00
2.794999937526881695e+00,3.162914338862333086e+00
2.799999937415122986e+00,3.137745042619130231e+00
2.804999937303364277e+00,3.106684911803689442e+00
2.809999937191605568e+00,3.071356920183651251e+00
2.814999937079846859e+00,3.034614643962421532e+00
2.819999936968088150e+00,3.002362857247448780e+00
2.824999936856329441e+00,2.972041656941266208e+00
2.829999936744570732e+00,2.936696847297702639e+00
2.834999936632812023e+00,2.912704401105357110e+00
2.839999936521053314e+00,2.892830881434824253e+00
2.844999936409294605e+00,2.875432697412448668e+00
2.849999936297535896e+00,2.853977653240825418e+00
2.854999936185777187e+00,2.839481951438112439e+00
2.859999936074018478e+00,2.833526832146890495e+00
2.864999935962259769e+00,2.824002929236471005e+00
2.869999935850501060e+00,2.817200955512416005e+00
2.874999935738742352e+00,2.808447845774538987e+00
2.879999935626983643e+00,2.791661696181815255e+00
2.884999935515224934e+00,2.786921381439591894e+00
2.889999935403466225e+00,2.779627267365581744e+00
2.894999935291707516e+00,2.764451825247840500e+00
2.899999935179948807e+00,2.745786388650119481e+00
2.904999935068190098e+00,2.711868566772717148e+00
